sample_id,volume_id,slice_idx,mae,mse,pearson,split
file_brain_AXT2_200_6002308_slice014,file_brain_AXT2_200_6002308,14,0.10188756883144379,0.01651700772345066,0.9769872397851681,train
file_brain_AXT2_201_2010261_slice001,file_brain_AXT2_201_2010261,1,0.09667658060789108,0.03449974209070206,0.9739886074412779,train
file_brain_AXT2_204_2040011_slice010,file_brain_AXT2_204_2040011,10,0.10551071912050247,0.05297750234603882,0.9334760466405229,train
file_brain_AXT2_208_2080277_slice006,file_brain_AXT2_208_2080277,6,0.08750657737255096,0.03333229944109917,0.966587072888102,train
file_brain_AXT2_207_2070590_slice014,file_brain_AXT2_207_2070590,14,0.07377691566944122,0.016274841502308846,0.9820166668477223,train
file_brain_AXT2_210_6001515_slice003,file_brain_AXT2_210_6001515,3,0.08218877762556076,0.027779052034020424,0.9747592019085524,train
file_brain_AXT2_209_2090358_slice006,file_brain_AXT2_209_2090358,6,0.09335792809724808,0.03790002316236496,0.9606446716334421,train
file_brain_AXT2_210_2100225_slice013,file_brain_AXT2_210_2100225,13,0.043439533561468124,0.005422535352408886,0.9919837316582218,train
file_brain_AXT2_210_6001747_slice011,file_brain_AXT2_210_6001747,11,0.25495705008506775,0.08397425711154938,0.9385630643060301,train
file_brain_AXT2_210_2100345_slice002,file_brain_AXT2_210_2100345,2,0.0816766545176506,0.027408361434936523,0.9724194255933863,train
file_brain_AXT2_203_2030196_slice004,file_brain_AXT2_203_2030196,4,0.07155509293079376,0.021051820367574692,0.9811540369074307,train
file_brain_AXT2_208_2080630_slice007,file_brain_AXT2_208_2080630,7,0.08360855281352997,0.029132938012480736,0.9807904012636395,train
file_brain_AXT2_200_6002601_slice015,file_brain_AXT2_200_6002601,15,0.04691099375486374,0.004756891168653965,0.9906785186262593,train
file_brain_AXT2_207_2070100_slice013,file_brain_AXT2_207_2070100,13,0.04930299147963524,0.013201314955949783,0.9696371911894154,train
file_brain_AXT2_208_2080329_slice007,file_brain_AXT2_208_2080329,7,0.08817310631275177,0.026780888438224792,0.9825880874839178,train
file_brain_AXT2_210_6001622_slice001,file_brain_AXT2_210_6001622,1,0.08866096287965775,0.030347026884555817,0.9742509637926255,train
file_brain_AXT2_200_2000332_slice012,file_brain_AXT2_200_2000332,12,0.04977988451719284,0.013386467471718788,0.9786651695781675,train
file_brain_AXT2_209_2090358_slice001,file_brain_AXT2_209_2090358,1,0.10233839601278305,0.042033713310956955,0.962155718523199,train
file_brain_AXT2_210_2100090_slice001,file_brain_AXT2_210_2100090,1,0.08424634486436844,0.027141109108924866,0.9801529532089285,train
file_brain_AXT2_210_6001763_slice010,file_brain_AXT2_210_6001763,10,0.07915881276130676,0.02386319823563099,0.9776376757045325,train
file_brain_AXT2_201_2010626_slice001,file_brain_AXT2_201_2010626,1,0.08995994180440903,0.031224450096488,0.9716139825996463,train
file_brain_AXT2_208_2080532_slice003,file_brain_AXT2_208_2080532,3,0.10848962515592575,0.04531896114349365,0.9660227531721305,train
file_brain_AXT2_200_2000485_slice014,file_brain_AXT2_200_2000485,14,0.07302842289209366,0.03266466036438942,0.9379040054686061,train
file_brain_AXT2_200_6002228_slice015,file_brain_AXT2_200_6002228,15,0.05293155089020729,0.005326250568032265,0.9876657011305991,train
file_brain_AXT2_207_2070678_slice001,file_brain_AXT2_207_2070678,1,0.10764247924089432,0.03967219591140747,0.9827295222196348,train
file_brain_AXT2_201_2010239_slice001,file_brain_AXT2_201_2010239,1,0.11244229972362518,0.04283997416496277,0.9644785321513978,train
file_brain_AXT2_210_2100064_slice007,file_brain_AXT2_210_2100064,7,0.06911180168390274,0.025180328637361526,0.9744071196880496,train
file_brain_AXT2_200_2000407_slice010,file_brain_AXT2_200_2000407,10,0.03797836974263191,0.0085561852902174,0.9876922481150492,train
file_brain_AXT2_210_2100345_slice010,file_brain_AXT2_210_2100345,10,0.0750378891825676,0.025310395285487175,0.9673563777350931,train
file_brain_AXT2_208_2080630_slice005,file_brain_AXT2_208_2080630,5,0.10643406957387924,0.046319909393787384,0.9547891838995629,train
file_brain_AXT2_210_2100083_slice004,file_brain_AXT2_210_2100083,4,0.08974909782409668,0.038282424211502075,0.9547189274331782,train
file_brain_AXT2_200_6001980_slice009,file_brain_AXT2_200_6001980,9,0.06313782185316086,0.018593959510326385,0.980149988660235,train
file_brain_AXT2_207_2070611_slice003,file_brain_AXT2_207_2070611,3,0.06927936524152756,0.019784199073910713,0.9843016259910139,train
file_brain_AXT2_209_6001425_slice009,file_brain_AXT2_209_6001425,9,0.0695018321275711,0.020860394462943077,0.9742032489973707,train
file_brain_AXT2_204_2040086_slice014,file_brain_AXT2_204_2040086,14,0.07370689511299133,0.010394284501671791,0.9917843692165984,train
file_brain_AXT2_209_2090030_slice015,file_brain_AXT2_209_2090030,15,0.050141382962465286,0.005464106798171997,0.9918316684393597,train
file_brain_AXT2_208_2080505_slice006,file_brain_AXT2_208_2080505,6,0.07517655193805695,0.027494274079799652,0.9738823520111152,train
file_brain_AXT2_210_2100083_slice012,file_brain_AXT2_210_2100083,12,0.03185005858540535,0.007880790159106255,0.98292326991426,train
file_brain_AXT2_202_6000459_slice005,file_brain_AXT2_202_6000459,5,0.09185326844453812,0.02789371646940708,0.9827444329421802,train
file_brain_AXT2_202_2020065_slice014,file_brain_AXT2_202_2020065,14,0.10859718173742294,0.02584472857415676,0.9655494074452382,train
file_brain_AXT2_210_6001617_slice004,file_brain_AXT2_210_6001617,4,0.07855569571256638,0.023311829194426537,0.9766735367952843,train
file_brain_AXT2_209_2090333_slice008,file_brain_AXT2_209_2090333,8,0.07681889086961746,0.028089426457881927,0.9674782204974169,train
