predictor,affine_a,affine_b,qhat,target_coverage,coverage,interval_width,num_scale_pixels,num_conformal_pixels,num_test_pixels,mae,mse,pearson,spearman,top_fraction,top_threshold,top_risk_auroc,top_risk_auprc,num_eval_pixels
direct_lambda_risk,0.9643683837852739,0.02328571260692745,0.30676458852033317,0.9,0.9070822277908805,0.6135291770406663,327680,323584,651264,0.09812856618044129,0.037814976591044346,0.9597860005040554,0.9585830922196444,0.1,1.7295828819274908,0.9774963843481709,0.7841420242475677,651264
direct_lambda_risk_raw,80.20041003542713,0.2986698559864266,0.8416962083898873,0.9,0.9089263340212265,1.6833924167797747,327680,323584,651264,0.3687214350377465,0.2562531482152372,0.6849333576151282,0.9478747053500989,0.1,1.7295828819274908,0.9655700766413742,0.7208239415994954,651264
