epoch,variant,train_huber_mean,train_huber_min,train_huber_max,val_mae,val_mse,val_pearson,val_spearman,val_top_risk_auroc,val_top_risk_auprc,best_val_mae,improved_by_val_mae,epochs_without_improvement,learning_rate
0,A3_no_analytical_psf,0.008722426653306838,0.0014974274672567844,0.0958930253982544,0.09794473014441167,0.03484305386978684,0.9632110296053567,0.9150619963722074,0.9758705505539864,0.7764737628772825,0.09794473014441167,True,0,0.0001
1,A3_no_analytical_psf,0.007154979364549432,0.0014172823866829276,0.06349517405033112,0.11052967687414712,0.03625964001061593,0.965988925341593,0.9426857170150337,0.9794838494548014,0.8163152929254822,0.09794473014441167,False,1,0.0001
2,A3_no_analytical_psf,0.006752686607863077,0.0012994844000786543,0.07695348560810089,0.08990137508205509,0.03035771837333578,0.9679948575949566,0.9434039507881776,0.9794999200991699,0.8149813544935707,0.08990137508205509,True,0,0.0001
3,A3_no_analytical_psf,0.006508744014777406,0.00102920550853014,0.07506073266267776,0.08920592670369354,0.029130185940331777,0.969247056101947,0.9389390475328974,0.981103472580041,0.8346663030141657,0.08920592670369354,True,0,0.0001
4,A3_no_analytical_psf,0.006399082043609614,0.001187243964523077,0.06142604723572731,0.11553319178317181,0.03770131135456437,0.9643951986560269,0.9448405098458025,0.9794772955725669,0.8172577518107697,0.08920592670369354,False,1,0.0001
