epoch,variant,train_huber_mean,train_huber_min,train_huber_max,val_mae,val_mse,val_pearson,val_spearman,val_top_risk_auroc,val_top_risk_auprc,best_val_mae,improved_by_val_mae,epochs_without_improvement,learning_rate
0,A2_no_qpsf_channel,0.009960262865582803,0.0016458930913358927,0.12386209517717361,0.1109255896389035,0.05489712467890887,0.9428085564098885,0.9469823828466349,0.9635323964609663,0.725626772997363,0.1109255896389035,True,0,0.0001
1,A2_no_qpsf_channel,0.008345248681992339,0.0014173309318721294,0.0996062159538269,0.12084085668377506,0.051023659325792454,0.9534253366037896,0.9436070942848303,0.966906595544007,0.737764839272873,0.1109255896389035,False,1,0.0001
2,A2_no_qpsf_channel,0.007847867217746952,0.0012252663727849722,0.084333635866642,0.10266912630913619,0.04283441244824822,0.9551507916001875,0.948192568880461,0.9672671328905692,0.7371144268910583,0.10266912630913619,True,0,0.0001
3,A2_no_qpsf_channel,0.007389156945848248,0.001185830682516098,0.07156403362751007,0.09833394893506249,0.036193900809889656,0.9620429138090751,0.9383133961524386,0.9717013699274795,0.7631316406182308,0.09833394893506249,True,0,0.0001
4,A2_no_qpsf_channel,0.00702022113267998,0.0010877471650019288,0.06056934967637062,0.11031351552590885,0.03696524819135651,0.9624998995525584,0.9395736206427948,0.9751202597123517,0.7756896055005937,0.09833394893506249,False,1,0.0001
5,A2_no_qpsf_channel,0.006696047490429086,0.001192437019199133,0.05641058459877968,0.0888007361710325,0.02962625461742811,0.9687182423572485,0.9467946076727317,0.9799254448323278,0.8085284725934325,0.0888007361710325,True,0,0.0001
6,A2_no_qpsf_channel,0.006417070700222083,0.0010029019322246313,0.06515810638666153,0.10398413851181484,0.03666776410700199,0.9674220587941111,0.9522257440395913,0.9792590980941256,0.7997121954788989,0.0888007361710325,False,1,0.0001
7,A2_no_qpsf_channel,0.00630766153313675,0.0011771646095439792,0.06500349938869476,0.08855343951047365,0.030404912000431158,0.9704244718884742,0.948764428487615,0.981969195232638,0.8373587355099017,0.0888007361710325,False,2,0.0001
8,A2_no_qpsf_channel,0.006219215563507196,0.0010102804517373443,0.08311495929956436,0.08674551153839845,0.027609582130083358,0.9708287841829056,0.9534468919746019,0.9819520663845092,0.8336973576077431,0.08674551153839845,True,0,0.0001
9,A2_no_qpsf_channel,0.006159409622426019,0.0008189960499294102,0.08911290764808655,0.08576712904186334,0.028545652352263574,0.9696023999961945,0.9522680869027516,0.98143845940723,0.8361329838988701,0.08576712904186334,True,0,0.0001
10,A2_no_qpsf_channel,0.006121820050527467,0.0008087191381491721,0.08627865463495255,0.08914689312750385,0.028605195862766934,0.9706371818777972,0.9517181831400883,0.9819409607146232,0.8358447386822331,0.08576712904186334,False,1,0.0001
11,A2_no_qpsf_channel,0.006051032120240765,0.0010308626806363463,0.08326301723718643,0.08370392211582414,0.027334086694518547,0.9709731263605926,0.9549414307808538,0.982282796525352,0.844816795975471,0.08370392211582414,True,0,0.0001
12,A2_no_qpsf_channel,0.0060228565655434125,0.000971029105130583,0.07800381630659103,0.08574734192597971,0.028183471142266357,0.9712339089834308,0.9556366903067123,0.982504816785947,0.840894857845641,0.08370392211582414,False,1,0.0001
13,A2_no_qpsf_channel,0.005996916471538207,0.0010270543862134218,0.08485567569732666,0.08245833757877519,0.027086506120766834,0.971274298010303,0.9536914251571353,0.9822792598321348,0.8437898142903361,0.08245833757877519,True,0,0.0001
14,A2_no_qpsf_channel,0.005924428128279734,0.001067076693288982,0.08306889981031418,0.08452392282763922,0.027182617146903534,0.9711008014961753,0.9565695198244766,0.982479778307289,0.844558159073724,0.08245833757877519,False,1,0.0001
15,A2_no_qpsf_channel,0.005914789903799487,0.000959932105615735,0.08364498615264893,0.08345609441979084,0.026964627572488676,0.971930513494975,0.9524105283961094,0.9828435240468891,0.8485373215828836,0.08245833757877519,False,2,0.0001
16,A2_no_qpsf_channel,0.005930363486461096,0.0008893974008969963,0.08172479271888733,0.08236873367809226,0.02666788945801721,0.9719258351485963,0.9536781669547688,0.9825258353023244,0.8446062384425725,0.08245833757877519,False,3,0.0001
17,A2_no_qpsf_channel,0.005902033044188794,0.0010146842105314136,0.07135330885648727,0.08217331242602285,0.02698740328637267,0.9715551840774117,0.9529159118328712,0.9825732521765602,0.8437288369277851,0.08245833757877519,False,4,0.0001
18,A2_no_qpsf_channel,0.0058677372778473905,0.000996944261714816,0.08383410423994064,0.0853670006679498,0.027101227263998447,0.9717979221590771,0.9545726188424518,0.9825501638516634,0.8444822631194138,0.08245833757877519,False,5,0.0001
19,A2_no_qpsf_channel,0.0058671314401959355,0.0009584202780388296,0.0856265276670456,0.08712991873007034,0.02776482013949375,0.9710746716132924,0.9547519388058877,0.9821068506082387,0.8402187226148892,0.08245833757877519,False,6,0.0001
20,A2_no_qpsf_channel,0.0058523960412825895,0.0007192072225734591,0.0807395726442337,0.08423815219539929,0.02708642961290602,0.9719276207496909,0.9552912544763458,0.982323870894556,0.8409834028194079,0.08245833757877519,False,7,0.0001
21,A2_no_qpsf_channel,0.005822401169394099,0.0009763058042153716,0.08392055332660675,0.09507669228249363,0.03176066665665792,0.9704682787200635,0.956721859536955,0.9821899331500744,0.8363977248539354,0.08245833757877519,False,8,0.0001
