split,predictor,mae,mse,pearson,spearman,top_fraction,top_threshold,top_risk_auroc,top_risk_auprc,num_eval_pixels
test,reliability_a4_image_only,0.08011650426184626,0.027151943130517917,0.9714166572424698,0.9520923466404775,0.1,1.7299606680870057,0.9821777501235176,0.8412422284321347,651264
test,reliability_full,0.08282124227977086,0.027802248282578473,0.9707322226829235,0.9407388032883156,0.1,1.7299606680870057,0.9819198641652661,0.8405647496407311,651264
test,direct_lambda_risk,0.09202076239497997,0.03893885022637779,0.959556969061868,0.9586686388032533,0.1,1.7299606680870057,0.9771308605587392,0.7798056834224486,651264
test,direct_lambda_risk_raw,0.4353636961804462,0.6634343514628265,0.685146319639687,0.9481026876508525,0.1,1.7299606680870057,0.9652447892269362,0.7177792727351268,651264
test,image_gradient,0.41801521381309065,0.6165836074552921,0.636655355271931,0.8059059933176411,0.1,1.7299606680870057,0.9408521487690465,0.5830204314790404,651264
test,xhat_magnitude,0.34016952861328603,0.4031830660274426,0.7492812541115116,0.8817888786904664,0.1,1.7299606680870057,0.9473970954179063,0.5697765908960926,651264
test,psf_gain_channel,0.24437693907399294,0.20216309673527896,0.9243605479783032,0.9213090386647925,0.1,1.7299606680870057,0.9491955723284542,0.5308648230710231,651264
test,intervention_magnitude,0.5421299356133324,0.5003357222623859,0.10132276141115591,0.38116272418765373,0.1,1.7299606680870057,0.5040684783700551,0.160267236261762,651264
