volume_id,comparator,label,family,delta_top_risk_auprc,mae_reduction,delta_spearman
file_brain_AXT2_200_2000360,image_gradient,"Image
gradient",deterministic,0.22648883625035032,0.3089402783117331,0.16120858651669467
file_brain_AXT2_200_2000362,image_gradient,"Image
gradient",deterministic,0.20493300989825414,0.33709223062677257,0.14541271708328207
file_brain_AXT2_200_6001972,image_gradient,"Image
gradient",deterministic,0.2959695720528644,0.2641392638642971,0.20250634678817403
file_brain_AXT2_200_6002111,image_gradient,"Image
gradient",deterministic,0.2785083227455952,0.25493386174186505,0.17126157377241213
file_brain_AXT2_200_6002151,image_gradient,"Image
gradient",deterministic,0.24264059772253166,0.34920515645415984,0.1671822653270757
file_brain_AXT2_200_6002242,image_gradient,"Image
gradient",deterministic,0.2636847392801258,0.3311242468832608,0.21749182763004526
file_brain_AXT2_200_6002524,image_gradient,"Image
gradient",deterministic,0.27221948180941463,0.2771591826268842,0.1947932550823539
file_brain_AXT2_201_2010625,image_gradient,"Image
gradient",deterministic,0.2897367127422811,0.4187870675995989,0.14474339693985872
file_brain_AXT2_202_2020189,image_gradient,"Image
gradient",deterministic,0.23571968647093233,0.2998875386418871,0.2586795303261965
file_brain_AXT2_203_2030254,image_gradient,"Image
gradient",deterministic,0.24986523200610322,0.3215858049836653,0.13975832382856346
file_brain_AXT2_203_2030256,image_gradient,"Image
gradient",deterministic,0.30148683732776893,0.3043836972916235,0.15392780549750829
file_brain_AXT2_203_2030354,image_gradient,"Image
gradient",deterministic,0.24365315241719043,0.3086190313515669,0.1457035529523666
file_brain_AXT2_205_6000022,image_gradient,"Image
gradient",deterministic,0.22147307951577977,0.31692256408723907,0.23241703309772255
file_brain_AXT2_207_2070039,image_gradient,"Image
gradient",deterministic,0.3775152827794078,0.3641604343398259,0.14892099520753277
file_brain_AXT2_207_2070054,image_gradient,"Image
gradient",deterministic,0.18190666901659613,0.2907058224719502,0.16182141743147105
file_brain_AXT2_207_2070194,image_gradient,"Image
gradient",deterministic,0.3193454928833509,0.33252535035764785,0.184690823483886
file_brain_AXT2_207_2070208,image_gradient,"Image
gradient",deterministic,0.3219755978396187,0.3288470263317306,0.1970576130338848
file_brain_AXT2_207_2070280,image_gradient,"Image
gradient",deterministic,0.27998302025627153,0.3282373766332806,0.21516930071652673
file_brain_AXT2_207_2070352,image_gradient,"Image
gradient",deterministic,0.2843406240695322,0.42232787047835085,0.21631496254383487
file_brain_AXT2_207_2070417,image_gradient,"Image
gradient",deterministic,0.2040286536471284,0.5198492561346723,0.17000732594161672
file_brain_AXT2_207_2070770,image_gradient,"Image
gradient",deterministic,0.2879136452017289,0.33479403937918767,0.19694487153788587
file_brain_AXT2_207_2070777,image_gradient,"Image
gradient",deterministic,0.1934325148378978,0.39306296860557516,0.15271023271597328
file_brain_AXT2_207_2070822,image_gradient,"Image
gradient",deterministic,0.19725167234141017,0.521297429969829,0.1273643716670152
file_brain_AXT2_208_2080013,image_gradient,"Image
gradient",deterministic,0.2969309157526637,0.3724901722992863,0.19616536123707018
file_brain_AXT2_208_2080126,image_gradient,"Image
gradient",deterministic,0.29715255872486535,0.4051933995226268,0.14683456655176008
file_brain_AXT2_208_2080585,image_gradient,"Image
gradient",deterministic,0.34363842099250175,0.33913402613355764,0.21327347473752256
file_brain_AXT2_208_2080611,image_gradient,"Image
gradient",deterministic,0.3407932963202367,0.373108003703918,0.1291150651088392
file_brain_AXT2_209_6001384,image_gradient,"Image
gradient",deterministic,0.2959825943335418,0.3067023095710568,0.24032368838605922
file_brain_AXT2_209_6001459,image_gradient,"Image
gradient",deterministic,0.2651178189450035,0.3157883872498924,0.18784018248403977
file_brain_AXT2_210_2100135,image_gradient,"Image
gradient",deterministic,0.2584333365946082,0.3081000655939139,0.22253678036612645
file_brain_AXT2_210_2100276,image_gradient,"Image
gradient",deterministic,0.35379226556935606,0.3478700407337802,0.16936751376652603
file_brain_AXT2_210_2100288,image_gradient,"Image
gradient",deterministic,0.3010278537575365,0.3929649313531809,0.14371086020106816
file_brain_AXT2_210_2100306,image_gradient,"Image
gradient",deterministic,0.26199674609051504,0.3015429926774405,0.17174143364703431
file_brain_AXT2_210_2100368,image_gradient,"Image
gradient",deterministic,0.18085220746232789,0.284056844549546,0.1582584997183667
file_brain_AXT2_210_6001524,image_gradient,"Image
gradient",deterministic,0.2886273658867978,0.27850985073773643,0.1907949871215293
file_brain_AXT2_210_6001651,image_gradient,"Image
gradient",deterministic,0.29162884828575175,0.2692961903566396,0.17384415740694292
file_brain_AXT2_210_6001906,image_gradient,"Image
gradient",deterministic,0.2568119722147226,0.2929559512885505,0.1511933857545431
file_brain_AXT2_210_6001941,image_gradient,"Image
gradient",deterministic,0.31725666383866935,0.3590234929938455,0.14462500402370781
file_brain_AXT2_200_2000080,intervention_magnitude,"Intervention
magnitude",deterministic,0.6182817302921678,0.44809120121352547,0.5218733436917729
file_brain_AXT2_200_2000175,intervention_magnitude,"Intervention
magnitude",deterministic,0.5650849928735826,0.4360641918948669,0.44013550780694644
file_brain_AXT2_200_2000360,intervention_magnitude,"Intervention
magnitude",deterministic,0.7091459973529916,0.5038260886837697,0.6537209168266234
file_brain_AXT2_200_2000362,intervention_magnitude,"Intervention
magnitude",deterministic,0.7507743254212063,0.46445667195963436,0.5744278107926717
file_brain_AXT2_200_6001972,intervention_magnitude,"Intervention
magnitude",deterministic,0.5757774624146704,0.45562724666135257,0.6475254938037236
file_brain_AXT2_200_6002111,intervention_magnitude,"Intervention
magnitude",deterministic,0.6841706131877289,0.39795235562194675,0.5156213618805138
file_brain_AXT2_200_6002151,intervention_magnitude,"Intervention
magnitude",deterministic,0.6733957081084987,0.4697089957551343,0.48668739575273495
file_brain_AXT2_200_6002242,intervention_magnitude,"Intervention
magnitude",deterministic,0.6563253433714168,0.5678853512792242,0.7532744510413104
file_brain_AXT2_200_6002524,intervention_magnitude,"Intervention
magnitude",deterministic,0.6131319251772,0.4176411676506022,0.5028120582837603
file_brain_AXT2_201_2010625,intervention_magnitude,"Intervention
magnitude",deterministic,0.6926349886974501,0.5446622322826559,0.7268218988050894
file_brain_AXT2_202_2020189,intervention_magnitude,"Intervention
magnitude",deterministic,0.6897751394253485,0.5520796793861287,0.7745799342122287
file_brain_AXT2_203_2030254,intervention_magnitude,"Intervention
magnitude",deterministic,0.6374440531649341,0.3931103259948655,0.37416538820076073
file_brain_AXT2_203_2030256,intervention_magnitude,"Intervention
magnitude",deterministic,0.614991060213335,0.3926769340913888,0.36808187221444133
file_brain_AXT2_203_2030354,intervention_magnitude,"Intervention
magnitude",deterministic,0.5888723555062776,0.3971257781584166,0.45528214034230585
file_brain_AXT2_205_6000022,intervention_magnitude,"Intervention
magnitude",deterministic,0.6506987620947384,0.4913498686953369,0.6830503414196614
file_brain_AXT2_207_2070039,intervention_magnitude,"Intervention
magnitude",deterministic,0.7399368407904974,0.421928073178206,0.47093924462417436
file_brain_AXT2_207_2070054,intervention_magnitude,"Intervention
magnitude",deterministic,0.7659513905585889,0.4509895710897457,0.5247166783891951
file_brain_AXT2_207_2070194,intervention_magnitude,"Intervention
magnitude",deterministic,0.7400015608166395,0.4130293923634829,0.45841269566228926
file_brain_AXT2_207_2070208,intervention_magnitude,"Intervention
magnitude",deterministic,0.7133081591108017,0.4015569385673248,0.4850842546558977
file_brain_AXT2_207_2070280,intervention_magnitude,"Intervention
magnitude",deterministic,0.6511541894221602,0.41057850317490957,0.45553947134534367
file_brain_AXT2_207_2070352,intervention_magnitude,"Intervention
magnitude",deterministic,0.6339503636595234,0.4481204693710782,0.5099051244906958
file_brain_AXT2_207_2070417,intervention_magnitude,"Intervention
magnitude",deterministic,0.5935225594297407,0.5532756472340531,0.7182778422296828
file_brain_AXT2_207_2070770,intervention_magnitude,"Intervention
magnitude",deterministic,0.648661380541681,0.3821458040245404,0.42799184156242487
file_brain_AXT2_207_2070777,intervention_magnitude,"Intervention
magnitude",deterministic,0.6863559722727842,0.48431196960088224,0.6044185645537687
file_brain_AXT2_207_2070822,intervention_magnitude,"Intervention
magnitude",deterministic,0.5836476041737643,0.5663375119386433,0.716408957825243
file_brain_AXT2_208_2080013,intervention_magnitude,"Intervention
magnitude",deterministic,0.6562970865158669,0.4262577021218996,0.5449741576583825
file_brain_AXT2_208_2080126,intervention_magnitude,"Intervention
magnitude",deterministic,0.6595269904247025,0.46858725653930033,0.5327850898945445
file_brain_AXT2_208_2080585,intervention_magnitude,"Intervention
magnitude",deterministic,0.6899815074521879,0.4079698314406767,0.45321811654608957
file_brain_AXT2_208_2080611,intervention_magnitude,"Intervention
magnitude",deterministic,0.7062636862831618,0.46308861474639373,0.509282421415625
file_brain_AXT2_209_6001384,intervention_magnitude,"Intervention
magnitude",deterministic,0.7513566255980944,0.48371725749911976,0.5913746259712138
file_brain_AXT2_209_6001459,intervention_magnitude,"Intervention
magnitude",deterministic,0.67324938250067,0.4993500343642993,0.6642890792729078
file_brain_AXT2_210_2100135,intervention_magnitude,"Intervention
magnitude",deterministic,0.6744963692223234,0.4839527992855477,0.5711185647292331
file_brain_AXT2_210_2100276,intervention_magnitude,"Intervention
magnitude",deterministic,0.667022568725911,0.47972596245226423,0.48508861496684985
file_brain_AXT2_210_2100288,intervention_magnitude,"Intervention
magnitude",deterministic,0.6314029269988459,0.502467141885694,0.516213577127135
file_brain_AXT2_210_2100306,intervention_magnitude,"Intervention
magnitude",deterministic,0.6731502306200849,0.4864943676436094,0.5612116736160566
file_brain_AXT2_210_2100368,intervention_magnitude,"Intervention
magnitude",deterministic,0.5920268744430165,0.4519077356431859,0.5200842664390941
file_brain_AXT2_210_6001524,intervention_magnitude,"Intervention
magnitude",deterministic,0.7017711705497149,0.4398049559335637,0.5544007148633388
file_brain_AXT2_210_6001651,intervention_magnitude,"Intervention
magnitude",deterministic,0.6743003982751914,0.4277224229866249,0.4812923680642017
file_brain_AXT2_210_6001906,intervention_magnitude,"Intervention
magnitude",deterministic,0.6117405210833975,0.46287150001515276,0.5609920385624082
file_brain_AXT2_210_6001941,intervention_magnitude,"Intervention
magnitude",deterministic,0.687724348816224,0.5367167018488422,0.5712683128814493
