volume_id,comparator,label,family,delta_top_risk_auprc,mae_reduction,delta_spearman
file_brain_AXT2_202_2020189,direct_lambda_risk,"Direct
risk-target",direct,0.04750454086390865,0.008940917895227302,0.0027863586483596325
file_brain_AXT2_203_2030254,direct_lambda_risk,"Direct
risk-target",direct,0.05707000955759545,0.0034140916530246007,-0.010916846212343012
file_brain_AXT2_203_2030256,direct_lambda_risk,"Direct
risk-target",direct,0.10770203730026007,0.0222672761624077,-0.006277356742102613
file_brain_AXT2_203_2030354,direct_lambda_risk,"Direct
risk-target",direct,0.026104975866854563,0.01582217468953019,-0.004173814213182636
file_brain_AXT2_205_6000022,direct_lambda_risk,"Direct
risk-target",direct,0.060899767223036916,0.0355566251982492,0.005357302169856748
file_brain_AXT2_207_2070039,direct_lambda_risk,"Direct
risk-target",direct,0.11438227973227766,0.012372873265993692,-0.007682762010575828
file_brain_AXT2_207_2070054,direct_lambda_risk,"Direct
risk-target",direct,0.03532833451009765,0.011332347559384795,-0.0006376773115903678
file_brain_AXT2_207_2070194,direct_lambda_risk,"Direct
risk-target",direct,0.005616899585340951,0.0004961050406029066,-0.010291577625758719
file_brain_AXT2_207_2070208,direct_lambda_risk,"Direct
risk-target",direct,0.0715974419908757,0.01987303741346151,-0.003741960217683582
file_brain_AXT2_207_2070280,direct_lambda_risk,"Direct
risk-target",direct,0.08022887049159222,0.01831277660868709,-0.003334141440141991
file_brain_AXT2_207_2070352,direct_lambda_risk,"Direct
risk-target",direct,0.1178593759786708,0.019062342222243192,0.020238443368467363
file_brain_AXT2_207_2070417,direct_lambda_risk,"Direct
risk-target",direct,0.128772495360722,0.01754653778341081,0.0025849754320885765
file_brain_AXT2_207_2070770,direct_lambda_risk,"Direct
risk-target",direct,0.11342857520865046,0.03043534052478379,0.004042713867304815
file_brain_AXT2_207_2070777,direct_lambda_risk,"Direct
risk-target",direct,0.07745227747723826,0.021145002060650092,0.002760001350221364
file_brain_AXT2_207_2070822,direct_lambda_risk,"Direct
risk-target",direct,0.09679218367176257,0.0207291677302823,-0.0009265953669975735
file_brain_AXT2_208_2080013,direct_lambda_risk,"Direct
risk-target",direct,0.10224363374314871,0.005978907727422503,-0.011017457453249557
file_brain_AXT2_208_2080126,direct_lambda_risk,"Direct
risk-target",direct,0.004353019033991878,0.018848151106019395,-0.004240090626042026
file_brain_AXT2_208_2080585,direct_lambda_risk,"Direct
risk-target",direct,0.02125183338414538,-0.0078016181181981975,-0.0032516244184983556
