split,volume_id,slice_idx,num_coils,height,width,reference_scale,target_raw_l1,target_norm_l1,raw_to_norm_l1_ratio,relative_ratio_error,ssdu_loss,diagnostic_target_l1,diagnostic_residual_l1,out_nmse,out_psnr,out_ssim,out_p99,ref_p99,out_p99_ratio,x0_nmse,x0_psnr,x0_ssim,x0_p99,x0_p99_ratio,r_theta,theta_count,lambda_rec_count,lambda_min_center_distance_norm,lambda_mean_center_distance_norm,lambda_acs_overlap_count
calibration,file_brain_AXT2_210_6001534,2,16,768,396,0.00028800690779462457,1.767287015914917,6136.265625,0.00028800692863013356,7.234378188380456e-08,0.6936916708946228,6136.265625,4256.67626953125,0.3362123966217041,17.299408437488452,0.43098487451221473,1.5840576887130737,0.9999653100967407,1.5841126414257725,0.09989193081855774,22.57024162390135,0.23690404001003104,0.8731083273887634,0.8731386164820281,6.387096881866455,62,19,0.06329113990068436,0.20799468457698822,0
calibration,file_brain_AXT2_210_6001534,3,16,768,396,0.0002743572695180774,1.6831591129302979,6134.9169921875,0.0002743572757502202,2.271542805560208e-08,0.7074084281921387,6134.9169921875,4339.89208984375,0.33901652693748474,17.133584611569766,0.4097383727159442,1.5329300165176392,0.9999635219573975,1.5329859368424195,0.09955508261919022,22.455159293819698,0.2285110964003082,0.8576656579971313,0.8576969451019771,6.387096881866455,62,19,0.06329113990068436,0.20799468457698822,0
calibration,file_brain_AXT2_201_2010348,0,20,768,396,0.0003616756002884358,1.9778156280517578,5468.47998046875,0.0003616755725751458,7.662471534560937e-08,0.7284102439880371,5468.47998046875,3983.296875,0.2942746579647064,17.993673317130526,0.45347703727679506,1.459470510482788,0.9999723434448242,1.4595108755243873,0.11347649991512299,22.13214276190705,0.2671405149779165,0.7981704473495483,0.7981925226042925,6.387096881866455,62,19,0.07341772317886353,0.3047301769256592,0
calibration,file_brain_AXT2_201_2010348,1,20,768,396,0.0003719734668266028,1.9826403856277466,5330.05859375,0.0003719734691008051,6.113882987200602e-09,0.7347008585929871,5330.05859375,3915.99853515625,0.3216099739074707,17.688366382592854,0.45405885569420157,1.5582060813903809,0.9999730587005615,1.558248062616477,0.10668241232633591,22.480732894543113,0.26460518426390084,0.8553650379180908,0.8553880831837206,6.387096881866455,62,19,0.07341772317886353,0.3047301769256592,0
calibration,file_brain_AXT2_201_2010348,2,20,768,396,0.0003836736432276666,1.9730207920074463,5142.4453125,0.0003836736556461816,3.2367391369960423e-08,0.7270404100418091,5142.4453125,3738.765625,0.3320840895175934,17.51795866118561,0.4659386785265934,1.5556654930114746,0.9999739527702332,1.5557060148419373,0.09785959869623184,22.82440493566641,0.2698260376408276,0.8624465465545654,0.8624690114822119,6.387096881866455,62,19,0.07341772317886353,0.3047301769256592,0
calibration,file_brain_AXT2_201_2010348,3,20,768,396,0.0003666171687655151,1.9366894960403442,5282.59326171875,0.0003666171897190927,5.715383609848535e-08,0.7279195189476013,5282.59326171875,3845.302734375,0.33974123001098633,17.463379876409046,0.4356757396986188,1.499964714050293,0.9999727010726929,1.5000056625943365,0.09703797101974487,22.905445634093535,0.25285569023711946,0.8272264003753662,0.8272489833844013,6.387096881866455,62,19,0.07341772317886353,0.3047301769256592,0
calibration,file_brain_AXT2_207_2070608,0,4,640,320,0.0005145935574546456,0.773711621761322,1503.539306640625,0.0005145935449403277,2.431883904945008e-08,0.7354174256324768,1503.539306640625,1105.72900390625,0.3614804744720459,16.22740663727905,0.4986115439684518,1.5736684799194336,0.9999805688858032,1.5736990586439799,0.07479076087474823,23.069775204824143,0.28038073274719816,0.8681370615959167,0.8681539307932182,6.153846263885498,52,14,0.07836990803480148,0.20958350598812103,0
calibration,file_brain_AXT2_207_2070608,1,4,640,320,0.0005191522068344057,0.8032726049423218,1547.2777099609375,0.0005191521856555412,4.0795096534629203e-08,0.7314168214797974,1547.2777099609375,1131.7049560546875,0.36736297607421875,16.179312012827182,0.5066266690352512,1.5955615043640137,0.9999808073043823,1.5955921280764622,0.07650884985923767,22.993149319335252,0.28224744830589077,0.8843619227409363,0.8843788963550203,6.153846263885498,52,14,0.07836990803480148,0.20958350598812103,0
calibration,file_brain_AXT2_207_2070608,2,4,640,320,0.000522302056197077,0.7988594770431519,1529.4970703125,0.0005223020642203205,1.5361309244165225e-08,0.7281107902526855,1529.4970703125,1113.643310546875,0.3869199752807617,15.759950356821363,0.4993362426456029,1.6300402879714966,0.9999808073043823,1.6300715734374105,0.07128532230854034,23.10616086514471,0.28067443296006633,0.9043090343475342,0.9043263908077877,6.153846263885498,52,14,0.07836990803480148,0.20958350598812103,0
calibration,file_brain_AXT2_207_2070608,3,4,640,320,0.0005225650384090841,0.8026936650276184,1536.064697265625,0.0005225650107423904,5.294401961638301e-08,0.7248805165290833,1536.064697265625,1113.46337890625,0.3949928283691406,15.842987749132691,0.4935380396509212,1.6784493923187256,0.9999808669090271,1.678481506856414,0.07107701897621155,23.291587627038716,0.2744662301956152,0.9286374449729919,0.9286552130167364,6.153846263885498,52,14,0.07836990803480148,0.20958350598812103,0
test,file_brain_AXT2_205_6000022,0,16,640,320,0.0004948449204675853,1.802281379699707,3642.113525390625,0.0004948449209875763,1.0508159804835284e-09,0.7984460592269897,3642.113525390625,2908.03125,0.3477141559123993,16.463000729560694,0.3968720700765416,1.526922583580017,0.9999797344207764,1.5269535281761861,0.10272549092769623,21.75844208875029,0.24595789337317933,0.8184780478477478,0.8184946351148014,6.153846263885498,52,14,0.09717868268489838,0.29064038395881653,0
test,file_brain_AXT2_205_6000022,1,16,640,320,0.0004901416832581162,1.7979168891906738,3668.157958984375,0.0004901416212971574,1.264143834622762e-07,0.7994830012321472,3668.157958984375,2932.6298828125,0.35580360889434814,16.437229712425342,0.39525888654224206,1.5390816926956177,0.9999796152114868,1.5391130671884512,0.10333530604839325,21.806845594835025,0.24409986355518978,0.8318549990653992,0.8318719565984726,6.153846263885498,52,14,0.09717868268489838,0.29064038395881653,0
test,file_brain_AXT2_205_6000022,2,16,640,320,0.0004887566319666803,1.7517492771148682,3584.09326171875,0.0004887566112815985,4.23218436311976e-08,0.7991880774497986,3584.09326171875,2864.364501953125,0.3590988516807556,16.377076462905183,0.39828573690688807,1.5569183826446533,0.9999794960021973,1.5569503063487566,0.09787911176681519,22.022316290129847,0.24466393939702766,0.838657021522522,0.8386742176960001,6.153846263885498,52,14,0.09717868268489838,0.29064038395881653,0
test,file_brain_AXT2_205_6000022,3,16,640,320,0.0004930989816784859,1.647184133529663,3340.4736328125,0.0004930989777467041,7.973615652432194e-09,0.8126052021980286,3340.4736328125,2714.486328125,0.35738977789878845,16.690963599408196,0.40452688227531375,1.6045453548431396,0.9999796748161316,1.6045779681837697,0.09324179589748383,22.526278300087313,0.24407443535737022,0.8627911806106567,0.8628087173556175,6.153846263885498,52,14,0.09717868268489838,0.29064038395881653,0
test,file_brain_AXT2_203_2030254,0,4,768,392,0.00041790655814111233,0.9005082845687866,2154.8076171875,0.00041790658125858516,5.531732471853504e-08,0.7247579097747803,2154.8076171875,1561.7138671875,0.31122758984565735,16.762502067564846,0.5697317477398316,1.5102344751358032,0.9999760389328003,1.5102706628311349,0.06459636986255646,23.59120179807953,0.32949546371476024,0.8405140042304993,0.8405341443247746,6.426229476928711,61,19,0.06393861770629883,0.30434781312942505,0
test,file_brain_AXT2_203_2030254,1,4,768,392,0.00043236801866441965,0.9005821347236633,2082.906494140625,0.00043236800944116755,2.133194796944278e-08,0.7144543528556824,2082.906494140625,1488.1416015625,0.298837274312973,17.32566555505358,0.5789250734340184,1.5207632780075073,0.9999768733978271,1.5207984489066995,0.06678887456655502,23.83297215957807,0.33329062464476206,0.8471952080726624,0.8472148012714791,6.426229476928711,61,19,0.06393861770629883,0.30434781312942505,0
test,file_brain_AXT2_203_2030254,2,4,768,392,0.0004392300616018474,0.8647805452346802,1968.8555908203125,0.000439230052862523,1.9896917735518174e-08,0.7295341491699219,1968.8555908203125,1436.347412109375,0.32587626576423645,16.82011419112142,0.5810604830502112,1.6480896472930908,0.999977171421051,1.6481272716949826,0.06011960282921791,24.160480357010393,0.33556748519476215,0.9205886721611023,0.9206096883711339,6.426229476928711,61,19,0.06393861770629883,0.30434781312942505,0
test,file_brain_AXT2_203_2030254,3,4,768,392,0.0004325389163568616,0.8523908853530884,1970.66845703125,0.0004325389602252974,1.0142078327136561e-07,0.7308823466300964,1970.66845703125,1440.3267822265625,0.33816641569137573,16.564464678266205,0.5793840056010744,1.700154185295105,0.9999768137931824,1.7001936063339913,0.05705000460147858,24.293212620211115,0.3337185520274126,0.9471657872200012,0.9471877489100954,6.426229476928711,61,19,0.06393861770629883,0.30434781312942505,0
test,file_brain_AXT2_210_6001906,0,18,768,396,0.0004154573834966868,2.426206588745117,5839.8447265625,0.0004154573798357224,8.811889189753197e-09,0.7099088430404663,5839.8447265625,4145.75732421875,0.3195805251598358,17.801375442563597,0.49437341404508967,1.4510259628295898,0.9999759197235107,1.4510609047759286,0.12200320512056351,21.983466038922362,0.2742435461389953,0.809750497341156,0.8097699968257626,6.387096881866455,62,19,0.06329113990068436,0.20106595754623413,0
test,file_brain_AXT2_210_6001906,1,18,768,396,0.0004161066608503461,2.3928654193878174,5750.6064453125,0.0004161066214743867,9.462948559028259e-08,0.7217397093772888,5750.6064453125,4150.44091796875,0.3338320851325989,17.48044066617289,0.49745920086345674,1.4947021007537842,0.9999759197235107,1.494738094458883,0.1115533858537674,22.240893714122436,0.27784765996746147,0.8360486030578613,0.836068735823348,6.387096881866455,62,19,0.06329113990068436,0.20106595754623413,0
test,file_brain_AXT2_210_6001906,2,18,768,396,0.00042211764957755804,2.3318605422973633,5524.19580078125,0.00042211764868428154,2.1161789840421546e-09,0.7289925813674927,5524.19580078125,4027.09765625,0.3488440215587616,17.25653431792022,0.4918762316944174,1.5284485816955566,0.9999763369560242,1.528484750295891,0.10547676682472229,22.451278847754644,0.2741369138516368,0.8487564325332642,0.8487765171684668,6.387096881866455,62,19,0.06329113990068436,0.20106595754623413,0
test,file_brain_AXT2_210_6001906,3,18,768,396,0.0004322113818489015,2.214414596557617,5123.45263671875,0.0004322113921161981,2.3755266573719157e-08,0.7479124069213867,5123.45263671875,3831.893798828125,0.3370071053504944,17.76929302479627,0.5114815174538857,1.550715684890747,0.9999768137931824,1.550751640937466,0.10085693746805191,23.00862587696391,0.2791279630120155,0.859904408454895,0.8599243468377884,6.387096881866455,62,19,0.06329113990068436,0.20106595754623413,0
test,file_brain_AXT2_200_2000362,0,16,768,396,0.0003886842168867588,1.892277479171753,4868.4189453125,0.00038868419099258284,6.662008584855137e-08,0.6783832311630249,4868.4189453125,3302.65380859375,0.369985431432724,17.203991764168507,0.4900838944012604,1.6401227712631226,0.999974250793457,1.6401650042089404,0.08476575464010239,23.603633779899738,0.2688922106154601,0.9026132225990295,0.9026364647708915,6.387096881866455,62,19,0.07341772317886353,0.25569620728492737,0
test,file_brain_AXT2_200_2000362,1,16,768,396,0.00037067008088342845,1.7851507663726807,4816.009765625,0.0003706700885688531,2.073386832772718e-08,0.6953167915344238,4816.009765625,3348.65234375,0.3877069652080536,16.740443657372552,0.47126900249880344,1.6676779985427856,0.999972939491272,1.6677231279773785,0.08033479005098343,23.576443134387755,0.2592947050843676,0.9207077026367188,0.9207326181288471,6.387096881866455,62,19,0.07341772317886353,0.25569620728492737,0
test,file_brain_AXT2_200_2000362,2,16,768,396,0.000353525421814993,1.7208186388015747,4867.59521484375,0.00035352541919548517,7.4096732114140385e-09,0.6902751922607422,4867.59521484375,3359.980224609375,0.3637635409832001,17.108863444180948,0.45955959798723106,1.6261959075927734,0.9999716281890869,1.6262420470230043,0.08280040323734283,23.536730454638395,0.25456459628929845,0.8893834352493286,0.8894086693830314,6.387096881866455,62,19,0.07341772317886353,0.25569620728492737,0
test,file_brain_AXT2_200_2000362,3,16,768,396,0.00033740789513103664,1.6266738176345825,4821.08984375,0.0003374079036804057,2.5338378727299966e-08,0.6975304484367371,4821.08984375,3362.85693359375,0.35193291306495667,17.382869816852452,0.4548153443675808,1.5518678426742554,0.9999702572822571,1.551914000812791,0.08202055096626282,23.70824235965554,0.2524020516683236,0.8532409071922302,0.8532662856496706,6.387096881866455,62,19,0.07341772317886353,0.25569620728492737,0
test,file_brain_AXT2_203_2030256,0,4,768,392,0.0003724147391039878,0.9151132106781006,2457.2421875,0.00037241474012341335,2.7373393910878843e-09,0.7122506499290466,2457.2421875,1750.17236328125,0.33535027503967285,16.25273417789777,0.5337076648684687,1.570025086402893,0.9999731779098511,1.5700671988852715,0.06370009481906891,23.46631992148794,0.3073003207219236,0.8757548332214355,0.8757783234257012,6.426229476928711,61,19,0.06393861770629883,0.23839008808135986,0
